tanggal;review
03/12/2025 23:19;minn saya kok tidak punya fitur transaksi online ya min untuk terhubung ke shopee
03/12/2025 23:00;mantap transaksi apapun jadi lebih simpel
03/12/2025 22:56;cepat dan mudah
03/12/2025 22:39;sangat baik
03/12/2025 22:22;sudah 2 kali kunci sidik jari mati sendiri padahal tidak dimatikan
03/12/2025 22:20;bagus inovasi
03/12/2025 22:01;bagussss
03/12/2025 21:22;sangat bagus
03/12/2025 21:09;bagus aplikasi nya, jd memudahkan sya bertransaksi
03/12/2025 19:41;sangat membantu
03/12/2025 19:32;ok
03/12/2025 19:17;"ga bisa login terus""an"
03/12/2025 19:04;sangat puas dan terpercaya
03/12/2025 18:49;transaksi gagal tapi saldo nya tetap berkurang šŸ˜?
03/12/2025 18:36;mantap
02/12/2025 23:56;aman dan mudah
02/12/2025 23:56;BRImo sangat membantu dan memudahkan kita dalam bertransaksi trimakasih BRImo
02/12/2025 23:55;update masih kurang bagus
02/12/2025 23:44;Aplikasi yang memudahkan smua transaksi keuangan
02/12/2025 23:43;aplikasi suka error.
02/12/2025 23:22;sangat mudah dan efektif
02/12/2025 23:04;sangat membantu bertransaksi
02/12/2025 23:02;terbaik brimo
02/12/2025 22:58;sangat membantu kegiatan sehari jari
02/12/2025 22:51;transaksi gagal tapi saldo berkurang 
02/12/2025 22:31;sangat puas
02/12/2025 22:27;Sangat bermanfaat sekali, semua transaksi pakai brimo aja
02/12/2025 20:59;nice
02/12/2025 20:49;gimana ini direkening masi sisa saldo 150rb kok tiba?² hilang 100k tidak ada respon sama pertanggung jawaban nya,gajelas bgt woi
02/12/2025 20:16;uang sering nyangkut dan gitu di laporkan lama tindakannya dan katanya 14 hari kerja namun sudah 20 hari tidak kunjung di kembalikan saya nyesal masukan uang ke bri
02/12/2025 19:26;mantap
02/12/2025 19:10;pelayan buruk,sering gangguan,makan uanng rakyat
02/12/2025 19:09;"tiba"" eror BRIMO bingung juga gimana solusinya ini"
02/12/2025 18:55;mempermudah dan mempercepat transaksi
02/12/2025 18:39;sangat membantu
01/12/2025 23:45;ok
01/12/2025 23:43;keren
01/12/2025 23:38;selama saya pakai brimo selama ini bagus puas tidak ada kendala malah lebih memudahkann transaksi. terimakasih
01/12/2025 23:38;pemakaian perdana, ok jg lbih gampang bertransaksi.
01/12/2025 23:36;Mantapss
01/12/2025 23:27;bagus aman , lanjutkan
01/12/2025 23:21;"apk bagus dan sangt membntu dan sangat memudahkan saya tapi min ini kenapa tiba"" apk saya bug terus ya, padahal saya sudah update tpi kok masih ngebug sihh"
01/12/2025 23:17;apalah biar mau login aja sulit,, masa login harus makai paket data sendiri nggak bisa makai wifi, padahal izin telepon udah di acc, dan nomor nya juga udah di perangkat yg di gunakan untuk login.
01/12/2025 23:10;selama ini aman?² aja , sangat memudahkan
01/12/2025 23:08;menjawab persoalan keuangan
01/12/2025 23:06;mantap
01/12/2025 22:59;Saya masuk akun brimoku gak bisa.. sandi pasword benarpun gak bisa kocak aplikasi ini.padahal saya masuk gmail akun sandi saya amankan biar masuk otomatis... dibilang lupa pasword aplikasi apa ini
01/12/2025 22:50;Sangat membantu dan mempermudah
01/12/2025 22:46;mempermudah
01/12/2025 22:41;mempermudah
01/12/2025 22:27;Bagus
01/12/2025 22:26;okey
01/12/2025 22:23;good
01/12/2025 22:14;semua terpercaya asal ada brimo šŸ¤¨šŸ¤¨šŸ¤¨
01/12/2025 22:01;aman sejauh ini
31/01/2026 11:16;CUKUP MENGECEWAKAN PENGURUSAN DPLK BELUM ADA PENCAIRAN SAMPAI DENGAN SAAT INI.
31/01/2026 11:13;up date terbaru malah sering keluar sendiri bikin ribet aja.
31/01/2026 11:13;di perbarui malah susah login
31/01/2026 11:11;bagus tapi aku kasih saran(lebihditingkatkan lagi fiturnya
31/01/2026 11:08;mantap
30/01/2026 11:07;makasih ada brimo sat sett urusan
30/01/2026 11:07;mudah digunakan
30/01/2026 11:05;"""mau login aja susah ribet banget, kalau ga krn org salah trfr ke rek bri ini ogah pake bank ini, sudah lama tidak di pakai admin nya besar, sangat tidak bagus"""
30/01/2026 11:04;Hari ke 15 akhirnya bisa login brimo lagi.setelah ganti hp...terima kasih
29/01/2026 10:58;mantap mempermudah semua ber transaksi
29/01/2026 10:47;kok error terus mau login yah
29/01/2026 10:45;sangat luar biar biasa
29/01/2026 10:44;BRImo sangat mudah untuk melakukan transaksi...ğŸ‘ğŸ‘ğŸ‘
29/01/2026 10:39;sangat puas
28/01/2026 10:23;jozzz
28/01/2026 10:21;brimo terblokir bagai mana cara membuka nya
28/01/2026 10:18;sangat mudah dan membantu
27/01/2026 23:55;semua transaksi dapat dengan mudah...
27/01/2026 23:42;mudah cepat terpercaya
27/01/2026 23:29;perbaiki lagi sistem verifikasi wajah
27/01/2026 23:16;suka
27/01/2026 23:10;pas buka susah bgt..
27/01/2026 23:06;mohon tingkatkan lagi utk bri marchantnya
27/01/2026 23:05;dengan adanya BRIMO sangat membantu dalam transaksi keuangan
27/01/2026 22:44;oke x
27/01/2026 22:36;asik
27/01/2026 22:08;Alhamdulillah bagus sangat membantu
27/01/2026 21:41;bagus
27/01/2026 20:41;good bank
27/01/2026 20:24;maksih
27/01/2026 20:10;brimo yang terbaik dan sangat membantu saya dalam proses pengiriman ğŸ‘ğŸ‘ğŸ‘
27/01/2026 19:37;mantap kak .. semoga kedepannya makin Sukses ğŸ™
27/01/2026 18:29;aman
26/01/2026 23:53;mantabbbb
26/01/2026 23:35;semua jadi mudahğŸ‘ğŸ‘
26/01/2026 23:25;apk yg berguna sekali
26/01/2026 23:21;sangat bagus n cepat utk transaksi
26/01/2026 23:19;sudah bagus sekali informasinya
26/01/2026 23:09;sangat bagus
26/01/2026 22:45;sangat buruk dari sebelum nya KTP kegores gagal terus jdi GK bisa transaksi pke brimo aplikasi GK berguna
26/01/2026 22:42;mudah melakukan segala transaksi
26/01/2026 22:40;Menu investasi emas ga bisa muncul saldo emas.. error : MIDX4
26/01/2026 22:39;sangat Memuaskan
26/01/2026 22:34;APLIKASI nya bermasalah dan saya tidak bisa membuka apk nya .
26/01/2026 22:18;bagus lancar selama ini ngga ada kendala
26/01/2026 22:12;Mudah digunakan ğŸ‘
26/01/2026 21:59;jelekk
26/01/2026 20:39;ya Alloh Brimo berulah lagi kemarin tabungan di blokir tapi kembali sekarang sudah di ambil lagi semua tabungan sisa 6000 padahal batas nabung 25rb bagaimana ini Brimo tolong lah jangan bikin gaduh lagi saya nabung buat keperluan jika saya tidak boleh nabung d bri saya gak akan nabung lagi tapi tolong kembalikan uang saya
26/01/2026 19:27;ok
26/01/2026 19:24;saya puas lah inti nya
26/01/2026 18:54;capek instal ulang gara-gara ngeblank layar putih.
26/01/2026 18:40;baik
25/01/2026 23:38;mantap
25/01/2026 23:36;tumben pakai brimo ambil uang di ATM bisa pakai hp
25/01/2026 23:10;lebih praktis
25/01/2026 22:14;sangat mudah melakukan transfer atau pengambilan dana jeren
25/01/2026 21:09;bagus
25/01/2026 20:31;aplikasi tolol
25/01/2026 18:31;sipp..lanjutkan
25/01/2026 18:05;simpel..praktis dan aman..
25/01/2026 17:42;hp hilang gabisa login lagi pengaduan nya gaguna
25/01/2026 17:00;login pakai ktp gagal. kecewa
25/01/2026 16:40;ok
25/01/2026 16:38;Brimo apk ga bisa buka gara2 kartu XL AXITA NYA HANGUS.
25/01/2026 16:36;Aplikasinya bagus mantap sangat membantu sekali. Thanks BRImo !!!
25/01/2026 15:41;sangat terbantu
25/01/2026 15:31;memuaskan
25/01/2026 15:26;ok sangat
24/01/2026 23:58;aplikasinya simple
24/01/2026 23:57;apk. sangat membantu
24/01/2026 23:56;kemudahan dalam bertransaksi ğŸ‘Œ
24/01/2026 23:40;mudah dan sangat membantu
24/01/2026 23:36;aplikasi bagus sangat membantu..
24/01/2026 23:33;sangat memudahkan bertransaksi
24/01/2026 23:31;memudahkan transaksi
24/01/2026 23:26;knapa aplikasi BRIMO nya tidak bisa di bukak?
24/01/2026 23:25;mantaps
24/01/2026 23:12;sangat bagus dan cepat di pakai
24/01/2026 23:05;cepat dan gampang buat QR juga
24/01/2026 22:30;apk berkualitas.
24/01/2026 22:17;kenapa ya ko akhir2 ini sering eror
24/01/2026 22:16;Alhamdulillah puas
24/01/2026 22:15;i love you brimo ğŸ”¥ğŸ”¥ğŸ”¥
24/01/2026 21:56;sangat membantu
24/01/2026 21:29;bagus
24/01/2026 21:12;suka keluar sendiri
23/01/2026 23:57;bagus
23/01/2026 23:54;sangat memudahkan
23/01/2026 23:50;sangat puas
23/01/2026 23:37;bagus
23/01/2026 23:28;sangat membantu
23/01/2026 23:21;sangat mudah dan membantu
23/01/2026 23:15;mantap
23/01/2026 23:10;mantap jiwa
23/01/2026 22:35;sangat baik dan puas
23/01/2026 22:25;sangat bagus
23/01/2026 22:19;bagus banget..brimo trimakasih
23/01/2026 22:17;mantafff
22/01/2026 23:42;oke
22/01/2026 22:32;sangat membantu karna bisa transaksi apa ajalewat hp
22/01/2026 22:28;bagus
22/01/2026 22:27;bagus
22/01/2026 22:20;baik
22/01/2026 22:15;sangat memuaskan kak
22/01/2026 22:15;yg pasti praktis
22/01/2026 21:52;update bukan lebih baik justru lebih susah login
22/01/2026 21:43;update jelek
22/01/2026 20:47;good
22/01/2026 20:42;josss
22/01/2026 20:01;ok
22/01/2026 19:56;mantul
22/01/2026 19:38;suka
22/01/2026 19:26;sangat mmbantu
22/01/2026 19:11;gangguan Mulu
21/01/2026 23:57;selama pemakaian belum ada masalah
21/01/2026 23:47;Bhus skli
21/01/2026 23:39;semakin mantap aplikasinya lancar jaya
21/01/2026 23:22;sekedar saran KLO bisa kartu pisik debit.bisa di kirim onlen lebih praktis
21/01/2026 23:21;memudahkan saya bertransaksi sewaktu''
21/01/2026 23:13;bagus kok
21/01/2026 23:04;oce
21/01/2026 22:59;untuk penarikan 50 rb disediakan dong untuk m-banking
21/01/2026 22:48;Kenapa ya saat akan masuk ke aplikasi brimo harus verifikasi wajah dahulu dan verifikasi KTP dulu. Dulu enggak seribet ini mohon di bantu
21/01/2026 22:23;cepat
21/01/2026 22:02;Mantap
21/01/2026 21:29;mantap dan sangat membantu saya suka dgn brimoğŸ‘ğŸ‘ğŸ‘
21/01/2026 21:21;nice
21/01/2026 21:19;kenapa login pakai sidik jari nya jadi gak ada setelah di update
21/01/2026 19:39;muantap
21/01/2026 19:03;memudahkan sekali
21/01/2026 18:50;mantap ğŸ‘ğŸ‘ğŸ‘
20/01/2026 23:43;Tiap bulan uangku lenyap kena biaya admin dan lain2.
20/01/2026 23:31;layanannya sangat bagus
20/01/2026 23:20;aplikasi nya slalu gak bisa
20/01/2026 23:18;bagus
20/01/2026 23:14;good
20/01/2026 23:14;sdh 1 bulan ini sering error. keluar dlu instal lg baru masuk lg. sehari bisa lebih dari 1 kali
20/01/2026 23:04;aplikasinya terlalu berat harus sering hapus data
20/01/2026 22:50;APK sampah .. verifikasi muka gagal terus . bukan di permudah dengan adanya aplikasi m=banking malah makin di persulit
20/01/2026 22:49;sangat membant
20/01/2026 22:45;bagus
20/01/2026 22:29;ok
20/01/2026 22:22;aplikasi yang mempersulit nasabah.. terlalu banyak verifikasi... terutama saat verifikasi KTP selalu gagal padahal sudah dilakukan dengan benar.
20/01/2026 22:16;aplikasi nya sangat bagus namun saya lupa password jadi ngga bisa di login
20/01/2026 21:56;aplikasinya tiba tiba tidak bisa dibuka kecewa banget
20/01/2026 21:43;best
20/01/2026 21:31;aplikasi yang mempersulit nasabah... terlalu banyak verifikasi terutama saat verifikasi ktp selalu gagal padahal sudah dilakukan dengan benar...
20/01/2026 21:26;sangat mudah dan cepat utk bertransaksi
20/01/2026 21:24;pertama x saya menggunakan brimo semoga membantu dan bermanfaat ğŸ™ğŸ˜‡
19/01/2026 23:58;brimo sekarang kacau sering tiba2 error.gak bisa di login brimo nya
19/01/2026 23:46;saldo terpotong tapi transaksi masih dalam proses
19/01/2026 23:43;good
19/01/2026 23:43;jelek amat gambar iconnya kyk hasil download an
19/01/2026 23:40;sangat enak dan nyaman
19/01/2026 22:40;ok ok
19/01/2026 22:21;uang saya hilang gara2 nih app
19/01/2026 22:06;sangat membantu memudahkan transaksi
19/01/2026 21:52;semoga kedepannya semakin baik
19/01/2026 21:52;sangat puas
19/01/2026 21:29;Cepat tanpa ribet
19/01/2026 21:13;sangat memudahkn dlm ke adaan darurat terutama
19/01/2026 21:06;sangat mudah cocok untuk semua jenis kalangan
19/01/2026 21:01;mantap bagus banget
18/01/2026 23:54;puaaas....triims
18/01/2026 23:47;keren
18/01/2026 23:44;good
18/01/2026 23:34;good
18/01/2026 23:33;bagus
18/01/2026 23:22;lebih praktis menggunakan aplikasi brimo
18/01/2026 23:09;aplikasi kasi Brimo sangat membantu
18/01/2026 23:07;oke baik segalanya
18/01/2026 23:06;mantap
18/01/2026 21:59;sangat bagus
18/01/2026 21:29;semenjak pembaruan login aja gak bisa padahal data dll sudah benar
18/01/2026 21:10;tolong tambahkan fitur ganti nomor hp lewat aplikasi
18/01/2026 20:44;Sangat puas
18/01/2026 20:40;masuk ke hp lain susah ..foto ktp sudah benar tapi gagal
17/01/2026 23:56;good
17/01/2026 23:54;bagus
17/01/2026 23:50;sangat mudah di gunakan
17/01/2026 23:47;Transaksi mudah
17/01/2026 23:44;sangat membantu sekali
17/01/2026 23:43;Bagus
17/01/2026 23:42;tf versi nama aliasss ribet anjirrrr
17/01/2026 23:36;mantapp
17/01/2026 23:05;sangat baik
17/01/2026 23:01;Serasa dunia dalam gengaman
17/01/2026 22:58;sangat mudah dan cepat menggunakan brimo apapun transaksinya
17/01/2026 22:52;mudah dan nyaman...g ribet makasih brimo
17/01/2026 21:58;kok gak bisa login knpa ya.apakah ada kendala padahal saya pendaftaran brimo udah berhasil.tolong bntu ya
17/01/2026 21:52;kenapa brimo tidak bisa di buka padahal sudah di instal ulangğŸ˜¥
17/01/2026 20:33;selama ini sya slalu menggunakan BRImo di setiap transaksi sya tapi entah kenapa sudah 3 hari ini setiap sya mau buka kok nggk bisa trus
17/01/2026 20:30;mantapp
17/01/2026 20:11;bagus banget
16/01/2026 23:48;sangat menyenangkan dan membantu
16/01/2026 23:41;entah kenapa setiap hari mau di install ulang
16/01/2026 23:35;memudahkan
16/01/2026 23:11;good
16/01/2026 23:04;mantap
16/01/2026 22:54;udah download. giliran daftar ribet suruh Poto KTP tapi GK ada respon aplikasi nya.parah
16/01/2026 22:44;sangat membantu
16/01/2026 22:23;satset
16/01/2026 22:01;ini brimo kenapa layarnya putih terus udah 4x sampai kapan akan begini?????? apk jelek
16/01/2026 21:53;ok
16/01/2026 21:38;smart ...sangat mudah digunakan
16/01/2026 21:27;ok
16/01/2026 21:19;ga bisa login ke hp baru padahal username dan password benar
16/01/2026 21:18;sangat membantu
16/01/2026 21:15;memuaskan
15/01/2026 23:57;sangat membantu
15/01/2026 23:47;sangat mudah mengoperasikan
15/01/2026 23:41;tindakan untuk verifikasi wajah ribet banget tolong
15/01/2026 23:33;baik lancar mudah
15/01/2026 23:25;oke
15/01/2026 23:23;mantap sangat membantu
15/01/2026 23:13;segala transaksi jadi lebih mudah mantab
15/01/2026 23:02;semoga
15/01/2026 22:50;Sebulan ini sdh hampir 8 kali Setiap mo Masuk aplikasi log in muncul halaman putih lammmma... Akhirnya sy copot n donlot lg.... Kenapa yaa.. Mhn info
15/01/2026 22:26;habis diperbaharui tidak bisa dibuka
15/01/2026 22:05;lebih mudah sih dalam transaksi..
15/01/2026 21:59;BRI selaluu yg terbaik
15/01/2026 21:52;brimo sekarang trouble mulu. meski hapus donload ulg. habisin paketan
15/01/2026 21:32;pokoknya mantap sudah
14/01/2026 23:36;mempermudah nasabah dan solid dalam bersama
14/01/2026 23:34;memudahkan segala urusan
14/01/2026 23:20;bagus
14/01/2026 23:15;kendala saat loging
14/01/2026 22:58;gokil
14/01/2026 22:48;sangat membantu untuk mahasiswa/i
14/01/2026 22:48;mantap
14/01/2026 22:32;ga bisa di bukk
14/01/2026 22:24;bagus
14/01/2026 22:11;aplikasinya cukup baik
14/01/2026 22:03;membantu smua
14/01/2026 21:56;mantap
14/01/2026 21:54;mantap biangettt brimo ni jadi gampang transaksi dalam satu genggaman yesss brimooo menyalaaa brimokuu
14/01/2026 21:42;aplikasi sangat baik.
14/01/2026 21:26;sangat membantu
14/01/2026 21:20;BRImo membuat hari hariku semakin ceria
14/01/2026 21:01;aplikasi akses paling mudah banyak memberikan kemudahan transaksi untuk keperluan yang lain
14/01/2026 21:00;mempermudah
13/01/2026 23:59;kenapa brimo selalu ngeblank putih pas d buka?
13/01/2026 23:55;sangat bagus dan memudahkan bertransaksi
13/01/2026 23:55;sangat mudah untuk bertransaksi
13/01/2026 23:54;transaksi sering proses dan saldo berkurang mau pengaduan malah selalu error
13/01/2026 23:42;good
13/01/2026 23:40;mempermudahkan semua transaksi
13/01/2026 23:35;dengan brimo semua lebih mudah
13/01/2026 23:31;memudahkan
13/01/2026 23:29;kamu tau verifikasi wajah di aplikasi brimo saat ini bagaikan keajaiban yang datang 100 tahun sekali. susah sekali sampai potong kumis potong jenggot pun masih tetap gagal verifikasi wajah. tolong pengembang di benerin lagi ini aplikasinya. parah orang mau daftar ngulang ngulang sampai 1 minggu masih belum bisa juga ini sampai sekarang. dimasa majunya teknologi seperti sekarang aplikasi sekelas bank ternama di Indonesia masa kaya gini. ku rate bintang 1
13/01/2026 23:28;sangat membantu dengan adanya aplikasi ini
13/01/2026 23:22;good
13/01/2026 23:20;nice
13/01/2026 23:12;sanagat bermanfaat
13/01/2026 23:04;Sangat membantu
13/01/2026 23:01;memudahkan layanan transfer
13/01/2026 23:01;transfer dan melakukan pembayaran online lebih mudah
12/01/2026 23:59;aplikasi sampah tidah bisa daftar padahal nomor sudah terdaftar di bank masih juga gak bisa
12/01/2026 23:56;semoga semakin kuat pelayanannya
12/01/2026 23:54;Sejauh ini nyaman dan aman semoga terus begitu ya
12/01/2026 23:53;aplikasi nya punya ku tiba2 kok GK bisa di buka
12/01/2026 23:33;Setelah update aplikasi brimo sring tidak bisa dibuka dan fc. bahkan tidak sampai menu login tolong di perbaiki
12/01/2026 23:28;ok
12/01/2026 23:28;sangat mudah dan cepat trima kasih BRImo
12/01/2026 23:26;bagus mempermudah untuk transaksi
12/01/2026 23:19;ok bagus
12/01/2026 23:12;good
12/01/2026 22:58;sangat membantu
12/01/2026 22:45;pas ga di buka aplikasinya sehari sudah tidak bisa di buka pas mau masuk ke bank BRI saya langsung keluar mohon dong kak di bantu permasalahan ini segera .
12/01/2026 22:39;sangat bagus KLO kita gak bisa keluar ini solusi terbaik untuk transfer tanpa keluar rumah jadi gak usah ninggalin bayi juga pokonya the best banget dech
12/01/2026 22:33;Di hp saya Oppo A5S kok sekarang gak bisa dibuka aplikasinya? Padahal 2 Minggu yg lalu bisa dan lancar aja. Kondisi aplikasinya malah ngeblank putih dan out sendirinya. Knp yaa?
11/01/2026 23:51;sangat membantu sekali
11/01/2026 23:37;cukup membantu
11/01/2026 23:32;sangat membantu dalam proses pembayaran online...
11/01/2026 23:19;aplikasi tidak bisa di buka katanya udah kena root uninstall aplikasi tidak resmi itu gimana maksudnya? gimana supaya bisa digunakan lagi
11/01/2026 23:04;good
11/01/2026 22:59;memudahkan untuk bertransaksi
11/01/2026 22:58;siip
11/01/2026 22:22;sangat mebantu ada brimo bisa mudah
11/01/2026 21:56;saya tidak bisa masuk ke akun brimo karna KTP saya buram.tolong donk perbaiki saya mawu masuk ke akun saya .pakek imel atau video wajah gak papa
11/01/2026 21:12;sangat membantu
11/01/2026 20:19;teramat sangat jelek! apk blank putih....
11/01/2026 20:02;kaka tolong perbaiki brimo nya kak ko saya gk bisa buka brimo keluar terus kak
11/01/2026 19:28;mending pindah aja kak. cs live chat nya ga jelas. sering kendala.
11/01/2026 18:54;Keren
11/01/2026 18:40;bagus
10/01/2026 23:54;mudah cepat praktis
10/01/2026 23:30;praktis n ekonomis
10/01/2026 23:25;GK bisa dibuka aplikasinya woy
10/01/2026 23:21;aplikasi yang bagus dan sangat memudahkan segala aktifitas keuangan saya
10/01/2026 23:01;alhmdulillah mempermudah transaksi
10/01/2026 22:40;mantap
10/01/2026 22:37;pakai brimo transaksi menjadi lebih mudah
10/01/2026 22:29;lumayan lah jarang ada bug
10/01/2026 22:15;nice
10/01/2026 22:14;ketika lupa pin fitur pin tidak tersedia ini jelek
10/01/2026 22:02;kenapa apk brimo tidak bisa terbuka? bahkan saya mau buka apk brimo dari kemarin karna mau cabut uang tapi apk brimo tidak bisa di buka-buka
10/01/2026 21:48;brimo sekarang sulit untuk login kembali harus verifikasi ktp tidak kayak biasanya cuma verifikasi no hp
10/01/2026 21:18;oke sekali
10/01/2026 21:16;minta di perbarui saya lakukan.. setelah itu malah gak bisa masuk lagi.. aneh. passwd udah bener username udah bener malah suruh masukin potho ktp. udah dilakuin semua masih aja gak masuk masuk.. makin kesini semakin jelek saja ini brimo. kecewa saya. prihal photo ktp yang selalu gagal padahal sudah benar sesuai prosesur yang di perintahkan
10/01/2026 20:48;limit ceria nya ga bisa di tambah
09/01/2026 23:38;dengan brimo semua makin mudah
09/01/2026 23:32;mantaap
09/01/2026 23:31;sangat membantu â¤ï¸
09/01/2026 22:52;the best
09/01/2026 22:52;sangat bagus
09/01/2026 22:50;punya saya gk bisa dibuka padahal mau transaksi
09/01/2026 22:40;baik
09/01/2026 22:36;kenapa ya aplnya tdk bisa dibuka.biasanya tanpa kendala dan lancar-lancar aja.mohon solusinya
09/01/2026 22:34;brimo sy ko g bisa ke buka ya...parah udh di update tp knp masih tipe yg lama apa HP nya pengaruh harus tipe yg terbaru
09/01/2026 21:52;brimo keren
09/01/2026 21:18;bri temam sejati dlm berttansaksi semakin oke
09/01/2026 21:05;bintang 1 .. hp samsung j7 prime.. setelah sekian lama pake aplikasi gak masalah... akhir2 ini selalu gak bisa dibuka..memori hp telah dikurangi tetap saja gak bisa dibuka..sdh ke cs bri cabang juga. paypal yg lebih besar megabyte nya nyaman saja di samsung j7 prime. BINTANG 1 dan UNISTALL BRIMO. ribet sekarang
09/01/2026 20:01;saldo saya tiba tiba hilang saat transaksi Qurisbagainmaba gak wirtit kali bisa bisanya saldo saya hilang rusak kali brimo ini
09/01/2026 19:46;cara mengatasi fitus lupa pin
08/01/2026 23:54;mantap
08/01/2026 23:44;Alhamdulillah
08/01/2026 23:41;aplikasi ya skrng loading trus cuma layar putih harus instal trus masuk lagi GK kyk dulu sekarang ribet
08/01/2026 23:35;kenapa saat membuka aplikasi selalu gagal/tidak bisa
08/01/2026 23:32;aplikasinya sangat membantu
08/01/2026 23:22;sangat mudah dan praktis
08/01/2026 23:20;sangat terbantu
08/01/2026 23:12;bagus mudah dan praktis
08/01/2026 23:11;terbaik
08/01/2026 23:02;Dengan BRIMO semua jadi MUDAH
08/01/2026 22:52;bagus banget
08/01/2026 22:25;easy transaction
08/01/2026 22:21;Good....
08/01/2026 22:17;alhamdulillah brimo mimang mantab mudah2 han aman tidak bermasalah
08/01/2026 21:58;oke tf
07/01/2026 23:58;sangat aman
07/01/2026 23:52;Dengan adanya BRImo akses lebih mudah dan terjangkau
07/01/2026 23:28;membantu kegiatan pendidikan saya
07/01/2026 23:21;tolong dong ini brimo kok Ndak bisa masuk layar putih doang nih
07/01/2026 23:16;sangat bgus
07/01/2026 23:14;good
07/01/2026 22:29;knapa brimo ga bisa di buka
07/01/2026 20:40;good
07/01/2026 20:10;terus tingkatkan kualitas terbaik dan memudahkan penggunanya admin
07/01/2026 19:49;booooleh
07/01/2026 19:16;enak di BRI saya jadi bisa menange yang lebih baik. fitur nya juga lengkap. selama hampir setahun pake aman sih
07/01/2026 18:56;oke
07/01/2026 18:44;mantap
07/01/2026 18:43;mohon bantuannya brimo saya setalah di update tidak bisa di buka alias blank layar putih... gimana cara bisa login kembali? terimakasih
07/01/2026 18:10;ini kenapa ya stiap mau transfer ke dana sering ga mau
06/01/2026 23:55;lebih di tingkatkan lagi aplikasi nya.
06/01/2026 23:37;tiap kali di buka selalu minta verifikasi pin dan e KTP....tdk tahu apa masalahnya
06/01/2026 23:37;ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»
06/01/2026 23:37;bagus
06/01/2026 23:36;setiap aplikasi aplod gak ngotak lagi dadakan eh malah aplod duh g mana si brimo
06/01/2026 23:26;pembayaran lbh mudah dan menghemat waktu
06/01/2026 23:25;sangat membantu sekali tak perlu ribet
06/01/2026 23:15;burukkk
06/01/2026 23:14;mantap
06/01/2026 23:11;lancar transaksinya dan cepat
06/01/2026 23:05;bagus
06/01/2026 23:00;top
06/01/2026 22:58;mudah digunakan
06/01/2026 22:45;mau beli token listrik kok gk ada harga 20000 ya. minim 50000.. coba lah di kasih harga 20 rb biar enak saya beli.
06/01/2026 22:27;memudarkan kita beraktifitas
05/01/2026 23:55;Alhamdulillah Dengan menggunakan BRImo layanan jadi mudah dan praktis.terimakasih BRImo
05/01/2026 23:55;sangat bagus sekali.
05/01/2026 23:50;ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘
05/01/2026 23:25; aplikasi biasa tidak mau terbuka
05/01/2026 23:25;ok
05/01/2026 23:23;sangat membantu
05/01/2026 23:21;sejauh ini bagus penggunaannya
05/01/2026 23:19;tolong di perbaiki aplikasinya ini tidak bisa di buka sudah sebulan ini
05/01/2026 23:14;mohon bantunya aplikasi brimo saya tidak bisa dibuka error
05/01/2026 23:12;bagus sekali
05/01/2026 22:45;ok
05/01/2026 22:31;Terbaik dan Mudah d bagus
05/01/2026 22:19;welllll Poko namah
05/01/2026 22:16;Lebih mudah & praktis untuk segala urusan
04/01/2026 23:48;sangat membantu
04/01/2026 23:46;ok
04/01/2026 23:37;ok
04/01/2026 23:36;bagus sekali
04/01/2026 23:35;mantap lancar jayağŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»
04/01/2026 23:34;good
04/01/2026 23:26;oke
04/01/2026 23:18;boya transfer dr 2500 jd 6500 gak ngotak ...bank pemerintah semakin mahal
04/01/2026 22:38;kenapa sulit login... buka aplikasi sering banget ngeblank cuma warna putih... masak tiap mau login harus download ulang... parah...
03/01/2026 23:52;mudah di gunakan untuk transajsi
03/01/2026 23:34;mantap
03/01/2026 23:33;Semua transaksi mudah
03/01/2026 23:25;memudah kan nasabah manthap
03/01/2026 23:21;thanks brimo
03/01/2026 23:19;sangat cocok dan mudah digunakan
03/01/2026 23:18;cukup baik
03/01/2026 23:16;mantap
03/01/2026 23:12;sangat membantu
03/01/2026 23:09;tampilanya waran putih tdk ada ty ulisan pada saat dibuka
03/01/2026 23:07;verifikasi wajah aja susah banget
03/01/2026 22:58;Memuaskan bagi saya yang sering bertransaksi melalui BRImo
03/01/2026 22:53;kenapa beberapa hari ini log out sendiri setelah masuk lagi nanti log out lagi
03/01/2026 22:47;memudahkan transaksi mantap sekali brimooo
03/01/2026 22:36;sangat memberikan kemudahan dalam transaksi
03/01/2026 22:26;Mantap
03/01/2026 22:03;Kenapa setelah saya update aplikasinya malah pas login layar warna putih saya tunggu2 sampe hilang layar putih ga muncul2 gimana tuh miin
02/01/2026 23:48;tlg dong jngn di persulit semua data udh benar ko feripikasi wajah susah bnget
02/01/2026 23:18;kenapa yah udah 2x ni kalo lg diakses buka selalu gk muncul cuma layar putih aja. yg pertama aku hapus trs download ulang baru deh masukin dataÂ² dn password lg bs kebuka untung pasword sm username msh ingat pdhl sinyal data seluler atau wifi ku bagus loh kak gimana ini solusinya yah
02/01/2026 23:15;bagus tpi tdk bisa pakai fingerprint
02/01/2026 23:11;ke log out mulu ni aplikasi
02/01/2026 22:48;memudahkan dalam setiap transaksi
02/01/2026 22:44;bagus dan enak
